territorio,sesso,fascia_eta,condizione_lavorativa,status_studente,anno,valore_migliaia
Nord-ovest,Totale,15-74 anni,Totale inattivi,Totale,2022,4505
Nord-ovest,Totale,15-74 anni,Totale inattivi,Totale,2023,4425
Nord-ovest,Totale,15-74 anni,Totale inattivi,Totale,2024,4413
Nord-ovest,Totale,15-74 anni,Totale inattivi,Totale,2025,4418
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2018,375
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2019,344
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2020,496
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2021,452
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2022,314
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2023,276
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2024,247
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,No,2025,249
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2018,29
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2019,26
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2020,29
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2021,31
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2022,22
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2023,27
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2024,24
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Si,2025,24
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2018,404
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2019,370
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2020,526
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2021,483
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2022,336
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2023,303
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2024,271
Nord-ovest,Totale,15-74 anni,Forze lavoro potenziali,Totale,2025,273
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2018,3107
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2019,3112
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2020,3218
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2021,3194
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2022,3183
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2023,3079
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2024,3057
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,No,2025,2987
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2018,964
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2019,973
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2020,972
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2021,933
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2022,986
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2023,1043
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2024,1085
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Si,2025,1158
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2018,4071
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2019,4085
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2020,4189
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2021,4127
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2022,4169
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2023,4122
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2024,4142
Nord-ovest,Totale,15-74 anni,Non cercano e non disponibili,Totale,2025,4146
Nord-ovest,Totale,15-74 anni,Totale,No,2018,10725
Nord-ovest,Totale,15-74 anni,Totale,No,2019,10718
Nord-ovest,Totale,15-74 anni,Totale,No,2020,10705
Nord-ovest,Totale,15-74 anni,Totale,No,2021,10691
Nord-ovest,Totale,15-74 anni,Totale,No,2022,10612
Nord-ovest,Totale,15-74 anni,Totale,No,2023,10508
Nord-ovest,Totale,15-74 anni,Totale,No,2024,10523
Nord-ovest,Totale,15-74 anni,Totale,No,2025,10514
Nord-ovest,Totale,15-74 anni,Totale,Si,2018,1106
Nord-ovest,Totale,15-74 anni,Totale,Si,2019,1110
Nord-ovest,Totale,15-74 anni,Totale,Si,2020,1120
Nord-ovest,Totale,15-74 anni,Totale,Si,2021,1105
Nord-ovest,Totale,15-74 anni,Totale,Si,2022,1150
Nord-ovest,Totale,15-74 anni,Totale,Si,2023,1234
Nord-ovest,Totale,15-74 anni,Totale,Si,2024,1270
Nord-ovest,Totale,15-74 anni,Totale,Si,2025,1311
Nord-ovest,Totale,15-74 anni,Totale,Totale,2017,11845
Nord-ovest,Totale,15-74 anni,Totale,Totale,2018,11831
Nord-ovest,Totale,15-74 anni,Totale,Totale,2019,11828
Nord-ovest,Totale,15-74 anni,Totale,Totale,2020,11825
Nord-ovest,Totale,15-74 anni,Totale,Totale,2021,11796
Nord-ovest,Totale,15-74 anni,Totale,Totale,2022,11762
Nord-ovest,Totale,15-74 anni,Totale,Totale,2023,11742
Nord-ovest,Totale,15-74 anni,Totale,Totale,2024,11793
Nord-ovest,Totale,15-74 anni,Totale,Totale,2025,11825
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2018,7265
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2019,7290
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2020,7013
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2021,7074
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2022,7137
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2023,7177
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2024,7239
Nord-ovest,Totale,15-89 anni,Forze lavoro,No,2025,7301
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2018,113
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2019,111
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2020,119
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2021,140
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2022,141
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2023,164
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2024,161
Nord-ovest,Totale,15-89 anni,Forze lavoro,Si,2025,128
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2017,7350
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2018,7378
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2019,7401
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2020,7132
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2021,7214
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2022,7279
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2023,7341
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2024,7400
Nord-ovest,Totale,15-89 anni,Forze lavoro,Totale,2025,7430
Nord-ovest,Totale,15-89 anni,Occupati,No,2018,6766
Nord-ovest,Totale,15-89 anni,Occupati,No,2019,6821
Nord-ovest,Totale,15-89 anni,Occupati,No,2020,6593
Nord-ovest,Totale,15-89 anni,Occupati,No,2021,6624
Nord-ovest,Totale,15-89 anni,Occupati,No,2022,6754
Nord-ovest,Totale,15-89 anni,Occupati,No,2023,6840
Nord-ovest,Totale,15-89 anni,Occupati,No,2024,6936
Nord-ovest,Totale,15-89 anni,Occupati,No,2025,7021
Nord-ovest,Totale,15-89 anni,Occupati,Si,2018,99
Nord-ovest,Totale,15-89 anni,Occupati,Si,2019,100
Nord-ovest,Totale,15-89 anni,Occupati,Si,2020,103
Nord-ovest,Totale,15-89 anni,Occupati,Si,2021,123
Nord-ovest,Totale,15-89 anni,Occupati,Si,2022,127
Nord-ovest,Totale,15-89 anni,Occupati,Si,2023,152
Nord-ovest,Totale,15-89 anni,Occupati,Si,2024,147
Nord-ovest,Totale,15-89 anni,Occupati,Si,2025,117
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2017,6806
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2018,6865
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2019,6921
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2020,6696
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2021,6747
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2022,6881
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2023,6991
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2024,7083
Nord-ovest,Totale,15-89 anni,Occupati,Totale,2025,7138
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2018,499
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2019,469
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2020,420
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2021,450
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2022,383
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2023,337
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2024,303
Nord-ovest,Totale,15-89 anni,Disoccupati,No,2025,280
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2018,14
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2019,11
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2020,16
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2021,17
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2022,15
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2023,12
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2024,14
Nord-ovest,Totale,15-89 anni,Disoccupati,Si,2025,12
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2017,545
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2018,513
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2019,481
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2020,436
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2021,467
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2022,398
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2023,349
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2024,317
Nord-ovest,Totale,15-89 anni,Disoccupati,Totale,2025,292
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2018,5215
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2019,5189
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2020,5452
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2021,5362
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2022,5248
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2023,5132
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2024,5104
Nord-ovest,Totale,15-89 anni,Totale inattivi,No,2025,5060
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2018,993
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2019,999
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2020,1001
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2021,965
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2022,1008
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2023,1070
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2024,1108
Nord-ovest,Totale,15-89 anni,Totale inattivi,Si,2025,1182
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2017,6236
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2018,6208
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2019,6189
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2020,6454
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2021,6326
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2022,6257
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2023,6202
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2024,6213
Nord-ovest,Totale,15-89 anni,Totale inattivi,Totale,2025,6242
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2018,375
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2019,344
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2020,496
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2021,452
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2022,314
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2023,276
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2024,247
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,No,2025,249
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2018,29
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2019,26
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2020,29
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2021,31
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2022,22
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2023,27
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2024,24
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Si,2025,24
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2018,404
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2019,370
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2020,526
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2021,483
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2022,336
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2023,303
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2024,271
Nord-ovest,Totale,15-89 anni,Forze lavoro potenziali,Totale,2025,273
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2018,4840
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2019,4845
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2020,4956
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2021,4910
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2022,4935
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2023,4856
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2024,4857
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,No,2025,4811
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2018,964
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2019,973
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2020,972
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2021,933
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2022,986
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2023,1043
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2024,1085
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Si,2025,1158
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2018,5804
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2019,5819
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2020,5928
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2021,5843
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2022,5920
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2023,5899
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2024,5941
Nord-ovest,Totale,15-89 anni,Non cercano e non disponibili,Totale,2025,5970
Nord-ovest,Totale,15-89 anni,Totale,No,2018,12480
Nord-ovest,Totale,15-89 anni,Totale,No,2019,12479
Nord-ovest,Totale,15-89 anni,Totale,No,2020,12465
Nord-ovest,Totale,15-89 anni,Totale,No,2021,12436
Nord-ovest,Totale,15-89 anni,Totale,No,2022,12386
Nord-ovest,Totale,15-89 anni,Totale,No,2023,12309
Nord-ovest,Totale,15-89 anni,Totale,No,2024,12343
Nord-ovest,Totale,15-89 anni,Totale,No,2025,12361
Nord-ovest,Totale,15-89 anni,Totale,Si,2018,1106
Nord-ovest,Totale,15-89 anni,Totale,Si,2019,1110
Nord-ovest,Totale,15-89 anni,Totale,Si,2020,1120
Nord-ovest,Totale,15-89 anni,Totale,Si,2021,1105
Nord-ovest,Totale,15-89 anni,Totale,Si,2022,1150
Nord-ovest,Totale,15-89 anni,Totale,Si,2023,1234
Nord-ovest,Totale,15-89 anni,Totale,Si,2024,1270
Nord-ovest,Totale,15-89 anni,Totale,Si,2025,1311
Nord-ovest,Totale,15-89 anni,Totale,Totale,2017,13586
Nord-ovest,Totale,15-89 anni,Totale,Totale,2018,13586
Nord-ovest,Totale,15-89 anni,Totale,Totale,2019,13590
Nord-ovest,Totale,15-89 anni,Totale,Totale,2020,13585
Nord-ovest,Totale,15-89 anni,Totale,Totale,2021,13540
Nord-ovest,Totale,15-89 anni,Totale,Totale,2022,13535
Nord-ovest,Totale,15-89 anni,Totale,Totale,2023,13543
Nord-ovest,Totale,15-89 anni,Totale,Totale,2024,13613
Nord-ovest,Totale,15-89 anni,Totale,Totale,2025,13672
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2018,30
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2019,26
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2020,27
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2021,26
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2022,29
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2023,31
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2024,32
Nord-est,Maschi,15-19 anni,Forze lavoro,Totale,2025,19
Nord-est,Maschi,15-19 anni,Occupati,Totale,2018,23
Nord-est,Maschi,15-19 anni,Occupati,Totale,2019,17
Nord-est,Maschi,15-19 anni,Occupati,Totale,2020,17
Nord-est,Maschi,15-19 anni,Occupati,Totale,2021,16
Nord-est,Maschi,15-19 anni,Occupati,Totale,2022,23
Nord-est,Maschi,15-19 anni,Occupati,Totale,2023,24
Nord-est,Maschi,15-19 anni,Occupati,Totale,2024,25
Nord-est,Maschi,15-19 anni,Occupati,Totale,2025,16
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2018,7
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2019,9
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2020,10
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2021,9
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2022,7
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2023,7
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2024,6
Nord-est,Maschi,15-19 anni,Disoccupati,Totale,2025,3
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2018,248
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2019,253
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2020,253
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2021,255
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2022,254
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2023,256
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2024,258
Nord-est,Maschi,15-19 anni,Totale inattivi,Totale,2025,273
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2018,8
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2019,7
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2020,8
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2021,6
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2022,7
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2023,5
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2024,6
Nord-est,Maschi,15-19 anni,Forze lavoro potenziali,Totale,2025,4
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2018,240
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2019,246
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2020,244
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2021,250
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2022,248
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2023,250
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2024,252
Nord-est,Maschi,15-19 anni,Non cercano e non disponibili,Totale,2025,269
Nord-est,Maschi,15-19 anni,Totale,Totale,2018,278
Nord-est,Maschi,15-19 anni,Totale,Totale,2019,278
Nord-est,Maschi,15-19 anni,Totale,Totale,2020,280
Nord-est,Maschi,15-19 anni,Totale,Totale,2021,281
Nord-est,Maschi,15-19 anni,Totale,Totale,2022,284
Nord-est,Maschi,15-19 anni,Totale,Totale,2023,287
Nord-est,Maschi,15-19 anni,Totale,Totale,2024,289
Nord-est,Maschi,15-19 anni,Totale,Totale,2025,292
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2018,147
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2019,163
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2020,159
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2021,158
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2022,169
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2023,179
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2024,167
Nord-est,Maschi,20-24 anni,Forze lavoro,Totale,2025,157
Nord-est,Maschi,20-24 anni,Occupati,Totale,2018,126
Nord-est,Maschi,20-24 anni,Occupati,Totale,2019,142
Nord-est,Maschi,20-24 anni,Occupati,Totale,2020,140
Nord-est,Maschi,20-24 anni,Occupati,Totale,2021,138
Nord-est,Maschi,20-24 anni,Occupati,Totale,2022,150
Nord-est,Maschi,20-24 anni,Occupati,Totale,2023,159
Nord-est,Maschi,20-24 anni,Occupati,Totale,2024,153
Nord-est,Maschi,20-24 anni,Occupati,Totale,2025,138
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2018,21
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2019,21
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2020,19
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2021,20
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2022,19
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2023,19
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2024,14
Nord-est,Maschi,20-24 anni,Disoccupati,Totale,2025,19
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2018,127
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2019,116
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2020,123
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2021,129
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2022,122
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2023,111
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2024,125
Nord-est,Maschi,20-24 anni,Totale inattivi,Totale,2025,139
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2018,15
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2019,15
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2020,14
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2021,15
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2022,15
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2023,11
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2024,13
Nord-est,Maschi,20-24 anni,Forze lavoro potenziali,Totale,2025,14
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2018,112
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2019,102
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2020,108
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2021,114
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2022,107
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2023,101
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2024,112
Nord-est,Maschi,20-24 anni,Non cercano e non disponibili,Totale,2025,126
Nord-est,Maschi,20-24 anni,Totale,Totale,2018,274
Nord-est,Maschi,20-24 anni,Totale,Totale,2019,279
Nord-est,Maschi,20-24 anni,Totale,Totale,2020,282
Nord-est,Maschi,20-24 anni,Totale,Totale,2021,287
Nord-est,Maschi,20-24 anni,Totale,Totale,2022,291
Nord-est,Maschi,20-24 anni,Totale,Totale,2023,290
Nord-est,Maschi,20-24 anni,Totale,Totale,2024,293
Nord-est,Maschi,20-24 anni,Totale,Totale,2025,296
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2017,177
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2018,177
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2019,188
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2020,187
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2021,183
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2022,198
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2023,210
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2024,199
Nord-est,Maschi,15-24 anni,Forze lavoro,Totale,2025,176
Nord-est,Maschi,15-24 anni,Occupati,Totale,2017,149
Nord-est,Maschi,15-24 anni,Occupati,Totale,2018,149
Nord-est,Maschi,15-24 anni,Occupati,Totale,2019,159
Nord-est,Maschi,15-24 anni,Occupati,Totale,2020,158
Nord-est,Maschi,15-24 anni,Occupati,Totale,2021,154
Nord-est,Maschi,15-24 anni,Occupati,Totale,2022,173
Nord-est,Maschi,15-24 anni,Occupati,Totale,2023,183
Nord-est,Maschi,15-24 anni,Occupati,Totale,2024,178
Nord-est,Maschi,15-24 anni,Occupati,Totale,2025,154
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2017,28
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2018,28
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2019,29
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2020,29
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2021,29
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2022,25
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2023,27
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2024,21
Nord-est,Maschi,15-24 anni,Disoccupati,Totale,2025,22
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2017,368
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2018,375
Nord-est,Maschi,15-24 anni,Totale inattivi,Totale,2019,369
