territorio,sesso,fascia_eta,condizione_lavorativa,status_studente,anno,valore_migliaia
Italia,Maschi,15-24 anni,Totale inattivi,Totale,2023,2072
Italia,Maschi,15-24 anni,Totale inattivi,Totale,2024,2120
Italia,Maschi,15-24 anni,Totale inattivi,Totale,2025,2235
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2018,189
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2019,189
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2020,212
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2021,181
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2022,159
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2023,139
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2024,133
Italia,Maschi,15-24 anni,Forze lavoro potenziali,No,2025,119
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2018,56
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2019,50
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2020,50
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2021,47
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2022,41
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2023,42
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2024,39
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Si,2025,42
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2018,244
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2019,239
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2020,262
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2021,228
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2022,200
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2023,182
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2024,172
Italia,Maschi,15-24 anni,Forze lavoro potenziali,Totale,2025,161
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2018,160
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2019,156
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2020,159
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2021,217
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2022,180
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2023,107
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2024,105
Italia,Maschi,15-24 anni,Non cercano e non disponibili,No,2025,78
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2018,1702
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2019,1711
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2020,1720
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2021,1662
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2022,1710
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2023,1784
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2024,1842
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Si,2025,1996
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2018,1863
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2019,1867
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2020,1879
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2021,1879
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2022,1890
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2023,1890
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2024,1947
Italia,Maschi,15-24 anni,Non cercano e non disponibili,Totale,2025,2073
Italia,Maschi,15-24 anni,Totale,No,2018,1171
Italia,Maschi,15-24 anni,Totale,No,2019,1159
Italia,Maschi,15-24 anni,Totale,No,2020,1146
Italia,Maschi,15-24 anni,Totale,No,2021,1191
Italia,Maschi,15-24 anni,Totale,No,2022,1143
Italia,Maschi,15-24 anni,Totale,No,2023,1065
Italia,Maschi,15-24 anni,Totale,No,2024,1036
Italia,Maschi,15-24 anni,Totale,No,2025,921
Italia,Maschi,15-24 anni,Totale,Si,2018,1827
Italia,Maschi,15-24 anni,Totale,Si,2019,1832
Italia,Maschi,15-24 anni,Totale,Si,2020,1838
Italia,Maschi,15-24 anni,Totale,Si,2021,1794
Italia,Maschi,15-24 anni,Totale,Si,2022,1849
Italia,Maschi,15-24 anni,Totale,Si,2023,1930
Italia,Maschi,15-24 anni,Totale,Si,2024,1979
Italia,Maschi,15-24 anni,Totale,Si,2025,2114
Italia,Maschi,15-24 anni,Totale,Totale,2017,3001
Italia,Maschi,15-24 anni,Totale,Totale,2018,2999
Italia,Maschi,15-24 anni,Totale,Totale,2019,2990
Italia,Maschi,15-24 anni,Totale,Totale,2020,2984
Italia,Maschi,15-24 anni,Totale,Totale,2021,2985
Italia,Maschi,15-24 anni,Totale,Totale,2022,2991
Italia,Maschi,15-24 anni,Totale,Totale,2023,2995
Italia,Maschi,15-24 anni,Totale,Totale,2024,3015
Italia,Maschi,15-24 anni,Totale,Totale,2025,3035
Italia,Maschi,25-29 anni,Forze lavoro,No,2018,1154
Italia,Maschi,25-29 anni,Forze lavoro,No,2019,1147
Italia,Maschi,25-29 anni,Forze lavoro,No,2020,1074
Italia,Maschi,25-29 anni,Forze lavoro,No,2021,1106
Italia,Maschi,25-29 anni,Forze lavoro,No,2022,1112
Italia,Maschi,25-29 anni,Forze lavoro,No,2023,1134
Italia,Maschi,25-29 anni,Forze lavoro,No,2024,1124
Italia,Maschi,25-29 anni,Forze lavoro,No,2025,1124
Italia,Maschi,25-29 anni,Forze lavoro,Si,2018,54
Italia,Maschi,25-29 anni,Forze lavoro,Si,2019,53
Italia,Maschi,25-29 anni,Forze lavoro,Si,2020,61
Italia,Maschi,25-29 anni,Forze lavoro,Si,2021,64
Italia,Maschi,25-29 anni,Forze lavoro,Si,2022,68
Italia,Maschi,25-29 anni,Forze lavoro,Si,2023,71
Italia,Maschi,25-29 anni,Forze lavoro,Si,2024,64
Italia,Maschi,25-29 anni,Forze lavoro,Si,2025,65
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2018,1208
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2019,1200
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2020,1135
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2021,1170
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2022,1181
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2023,1205
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2024,1189
Italia,Maschi,25-29 anni,Forze lavoro,Totale,2025,1189
Italia,Maschi,25-29 anni,Occupati,No,2018,945
Italia,Maschi,25-29 anni,Occupati,No,2019,959
Italia,Maschi,25-29 anni,Occupati,No,2020,898
Italia,Maschi,25-29 anni,Occupati,No,2021,923
Italia,Maschi,25-29 anni,Occupati,No,2022,972
Italia,Maschi,25-29 anni,Occupati,No,2023,1004
Italia,Maschi,25-29 anni,Occupati,No,2024,1012
Italia,Maschi,25-29 anni,Occupati,No,2025,1017
Italia,Maschi,25-29 anni,Occupati,Si,2018,42
Italia,Maschi,25-29 anni,Occupati,Si,2019,44
Italia,Maschi,25-29 anni,Occupati,Si,2020,53
Italia,Maschi,25-29 anni,Occupati,Si,2021,52
Italia,Maschi,25-29 anni,Occupati,Si,2022,60
Italia,Maschi,25-29 anni,Occupati,Si,2023,64
Italia,Maschi,25-29 anni,Occupati,Si,2024,58
Italia,Maschi,25-29 anni,Occupati,Si,2025,58
Italia,Maschi,25-29 anni,Occupati,Totale,2018,987
Italia,Maschi,25-29 anni,Occupati,Totale,2019,1004
Italia,Maschi,25-29 anni,Occupati,Totale,2020,952
Italia,Maschi,25-29 anni,Occupati,Totale,2021,975
Italia,Maschi,25-29 anni,Occupati,Totale,2022,1032
Italia,Maschi,25-29 anni,Occupati,Totale,2023,1068
Italia,Maschi,25-29 anni,Occupati,Totale,2024,1070
Italia,Maschi,25-29 anni,Occupati,Totale,2025,1075
Italia,Maschi,25-29 anni,Disoccupati,No,2018,209
Italia,Maschi,25-29 anni,Disoccupati,No,2019,187
Italia,Maschi,25-29 anni,Disoccupati,No,2020,175
Italia,Maschi,25-29 anni,Disoccupati,No,2021,183
Italia,Maschi,25-29 anni,Disoccupati,No,2022,141
Italia,Maschi,25-29 anni,Disoccupati,No,2023,130
Italia,Maschi,25-29 anni,Disoccupati,No,2024,112
Italia,Maschi,25-29 anni,Disoccupati,No,2025,107
Italia,Maschi,25-29 anni,Disoccupati,Si,2018,12
Italia,Maschi,25-29 anni,Disoccupati,Si,2019,9
Italia,Maschi,25-29 anni,Disoccupati,Si,2020,8
Italia,Maschi,25-29 anni,Disoccupati,Si,2021,12
Italia,Maschi,25-29 anni,Disoccupati,Si,2022,8
Italia,Maschi,25-29 anni,Disoccupati,Si,2023,7
Italia,Maschi,25-29 anni,Disoccupati,Si,2024,6
Italia,Maschi,25-29 anni,Disoccupati,Si,2025,7
Italia,Maschi,25-29 anni,Disoccupati,Totale,2018,221
Italia,Maschi,25-29 anni,Disoccupati,Totale,2019,197
Italia,Maschi,25-29 anni,Disoccupati,Totale,2020,183
Italia,Maschi,25-29 anni,Disoccupati,Totale,2021,195
Italia,Maschi,25-29 anni,Disoccupati,Totale,2022,149
Italia,Maschi,25-29 anni,Disoccupati,Totale,2023,137
Italia,Maschi,25-29 anni,Disoccupati,Totale,2024,119
Italia,Maschi,25-29 anni,Disoccupati,Totale,2025,115
Italia,Maschi,25-29 anni,Totale inattivi,No,2018,223
Italia,Maschi,25-29 anni,Totale inattivi,No,2019,213
Italia,Maschi,25-29 anni,Totale inattivi,No,2020,255
Italia,Maschi,25-29 anni,Totale inattivi,No,2021,224
Italia,Maschi,25-29 anni,Totale inattivi,No,2022,190
Italia,Maschi,25-29 anni,Totale inattivi,No,2023,150
Italia,Maschi,25-29 anni,Totale inattivi,No,2024,168
Italia,Maschi,25-29 anni,Totale inattivi,No,2025,159
Italia,Maschi,25-29 anni,Totale inattivi,Si,2018,180
Italia,Maschi,25-29 anni,Totale inattivi,Si,2019,182
Italia,Maschi,25-29 anni,Totale inattivi,Si,2020,184
Italia,Maschi,25-29 anni,Totale inattivi,Si,2021,157
Italia,Maschi,25-29 anni,Totale inattivi,Si,2022,162
Italia,Maschi,25-29 anni,Totale inattivi,Si,2023,171
Italia,Maschi,25-29 anni,Totale inattivi,Si,2024,186
Italia,Maschi,25-29 anni,Totale inattivi,Si,2025,212
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2018,403
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2019,394
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2020,439
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2021,381
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2022,352
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2023,321
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2024,355
Italia,Maschi,25-29 anni,Totale inattivi,Totale,2025,371
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2018,150
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2019,142
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2020,168
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2021,158
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2022,117
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2023,90
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2024,105
Italia,Maschi,25-29 anni,Forze lavoro potenziali,No,2025,110
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2018,22
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2019,19
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2020,21
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2021,17
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2022,14
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2023,11
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2024,13
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Si,2025,20
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2018,172
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2019,162
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2020,189
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2021,176
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2022,132
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2023,102
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2024,118
Italia,Maschi,25-29 anni,Forze lavoro potenziali,Totale,2025,131
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2018,73
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2019,71
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2020,87
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2021,65
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2022,73
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2023,60
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2024,63
Italia,Maschi,25-29 anni,Non cercano e non disponibili,No,2025,49
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2018,158
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2019,162
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2020,163
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2021,140
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2022,148
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2023,159
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2024,174
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Si,2025,191
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2018,231
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2019,233
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2020,250
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2021,205
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2022,220
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2023,219
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2024,237
Italia,Maschi,25-29 anni,Non cercano e non disponibili,Totale,2025,240
Italia,Maschi,25-29 anni,Totale,No,2018,1377
Italia,Maschi,25-29 anni,Totale,No,2019,1360
Italia,Maschi,25-29 anni,Totale,No,2020,1329
Italia,Maschi,25-29 anni,Totale,No,2021,1330
Italia,Maschi,25-29 anni,Totale,No,2022,1303
Italia,Maschi,25-29 anni,Totale,No,2023,1284
Italia,Maschi,25-29 anni,Totale,No,2024,1292
Italia,Maschi,25-29 anni,Totale,No,2025,1284
Italia,Maschi,25-29 anni,Totale,Si,2018,235
Italia,Maschi,25-29 anni,Totale,Si,2019,235
Italia,Maschi,25-29 anni,Totale,Si,2020,245
Italia,Maschi,25-29 anni,Totale,Si,2021,221
Italia,Maschi,25-29 anni,Totale,Si,2022,230
Italia,Maschi,25-29 anni,Totale,Si,2023,242
Italia,Maschi,25-29 anni,Totale,Si,2024,251
Italia,Maschi,25-29 anni,Totale,Si,2025,277
Italia,Maschi,25-29 anni,Totale,Totale,2018,1611
Italia,Maschi,25-29 anni,Totale,Totale,2019,1595
Italia,Maschi,25-29 anni,Totale,Totale,2020,1574
Italia,Maschi,25-29 anni,Totale,Totale,2021,1551
Italia,Maschi,25-29 anni,Totale,Totale,2022,1533
Italia,Maschi,25-29 anni,Totale,Totale,2023,1526
Italia,Maschi,25-29 anni,Totale,Totale,2024,1543
Italia,Maschi,25-29 anni,Totale,Totale,2025,1560
Italia,Maschi,15-29 anni,Forze lavoro,No,2018,1977
Italia,Maschi,15-29 anni,Forze lavoro,No,2019,1960
Italia,Maschi,15-29 anni,Forze lavoro,No,2020,1848
Italia,Maschi,15-29 anni,Forze lavoro,No,2021,1899
Italia,Maschi,15-29 anni,Forze lavoro,No,2022,1916
Italia,Maschi,15-29 anni,Forze lavoro,No,2023,1953
Italia,Maschi,15-29 anni,Forze lavoro,No,2024,1922
Italia,Maschi,15-29 anni,Forze lavoro,No,2025,1848
Italia,Maschi,15-29 anni,Forze lavoro,Si,2018,123
Italia,Maschi,15-29 anni,Forze lavoro,Si,2019,124
Italia,Maschi,15-29 anni,Forze lavoro,Si,2020,129
Italia,Maschi,15-29 anni,Forze lavoro,Si,2021,148
Italia,Maschi,15-29 anni,Forze lavoro,Si,2022,166
Italia,Maschi,15-29 anni,Forze lavoro,Si,2023,175
Italia,Maschi,15-29 anni,Forze lavoro,Si,2024,162
Italia,Maschi,15-29 anni,Forze lavoro,Si,2025,141
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2018,2100
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2019,2084
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2020,1977
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2021,2048
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2022,2082
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2023,2128
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2024,2084
Italia,Maschi,15-29 anni,Forze lavoro,Totale,2025,1989
Italia,Maschi,15-29 anni,Occupati,No,2018,1513
Italia,Maschi,15-29 anni,Occupati,No,2019,1543
Italia,Maschi,15-29 anni,Occupati,No,2020,1449
Italia,Maschi,15-29 anni,Occupati,No,2021,1493
Italia,Maschi,15-29 anni,Occupati,No,2022,1589
Italia,Maschi,15-29 anni,Occupati,No,2023,1643
Italia,Maschi,15-29 anni,Occupati,No,2024,1649
Italia,Maschi,15-29 anni,Occupati,No,2025,1598
Italia,Maschi,15-29 anni,Occupati,Si,2018,95
Italia,Maschi,15-29 anni,Occupati,Si,2019,100
Italia,Maschi,15-29 anni,Occupati,Si,2020,106
Italia,Maschi,15-29 anni,Occupati,Si,2021,117
Italia,Maschi,15-29 anni,Occupati,Si,2022,143
Italia,Maschi,15-29 anni,Occupati,Si,2023,153
Italia,Maschi,15-29 anni,Occupati,Si,2024,144
Italia,Maschi,15-29 anni,Occupati,Si,2025,121
Italia,Maschi,15-29 anni,Occupati,Totale,2018,1608
Italia,Maschi,15-29 anni,Occupati,Totale,2019,1642
Italia,Maschi,15-29 anni,Occupati,Totale,2020,1555
Italia,Maschi,15-29 anni,Occupati,Totale,2021,1610
Italia,Maschi,15-29 anni,Occupati,Totale,2022,1732
Italia,Maschi,15-29 anni,Occupati,Totale,2023,1796
Italia,Maschi,15-29 anni,Occupati,Totale,2024,1794
Italia,Maschi,15-29 anni,Occupati,Totale,2025,1719
Italia,Maschi,15-29 anni,Disoccupati,No,2018,463
Italia,Maschi,15-29 anni,Disoccupati,No,2019,417
Italia,Maschi,15-29 anni,Disoccupati,No,2020,399
Italia,Maschi,15-29 anni,Disoccupati,No,2021,407
Italia,Maschi,15-29 anni,Disoccupati,No,2022,327
Italia,Maschi,15-29 anni,Disoccupati,No,2023,310
Italia,Maschi,15-29 anni,Disoccupati,No,2024,272
Italia,Maschi,15-29 anni,Disoccupati,No,2025,250
Italia,Maschi,15-29 anni,Disoccupati,Si,2018,28
Italia,Maschi,15-29 anni,Disoccupati,Si,2019,25
Italia,Maschi,15-29 anni,Disoccupati,Si,2020,23
Italia,Maschi,15-29 anni,Disoccupati,Si,2021,31
Italia,Maschi,15-29 anni,Disoccupati,Si,2022,22
Italia,Maschi,15-29 anni,Disoccupati,Si,2023,22
Italia,Maschi,15-29 anni,Disoccupati,Si,2024,18
Italia,Maschi,15-29 anni,Disoccupati,Si,2025,20
Italia,Maschi,15-29 anni,Disoccupati,Totale,2018,492
Italia,Maschi,15-29 anni,Disoccupati,Totale,2019,442
Italia,Maschi,15-29 anni,Disoccupati,Totale,2020,422
Italia,Maschi,15-29 anni,Disoccupati,Totale,2021,438
Italia,Maschi,15-29 anni,Disoccupati,Totale,2022,350
Italia,Maschi,15-29 anni,Disoccupati,Totale,2023,332
Italia,Maschi,15-29 anni,Disoccupati,Totale,2024,290
Italia,Maschi,15-29 anni,Disoccupati,Totale,2025,270
Italia,Maschi,15-29 anni,Totale inattivi,No,2018,572
Italia,Maschi,15-29 anni,Totale inattivi,No,2019,558
Italia,Maschi,15-29 anni,Totale inattivi,No,2020,626
Italia,Maschi,15-29 anni,Totale inattivi,No,2021,622
Italia,Maschi,15-29 anni,Totale inattivi,No,2022,529
Italia,Maschi,15-29 anni,Totale inattivi,No,2023,396
Italia,Maschi,15-29 anni,Totale inattivi,No,2024,407
Italia,Maschi,15-29 anni,Totale inattivi,No,2025,356
Italia,Maschi,15-29 anni,Totale inattivi,Si,2018,1939
Italia,Maschi,15-29 anni,Totale inattivi,Si,2019,1943
Italia,Maschi,15-29 anni,Totale inattivi,Si,2020,1954
Italia,Maschi,15-29 anni,Totale inattivi,Si,2021,1867
Italia,Maschi,15-29 anni,Totale inattivi,Si,2022,1913
Italia,Maschi,15-29 anni,Totale inattivi,Si,2023,1997
Italia,Maschi,15-29 anni,Totale inattivi,Si,2024,2068
Italia,Maschi,15-29 anni,Totale inattivi,Si,2025,2250
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2018,2510
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2019,2501
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2020,2580
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2021,2488
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2022,2443
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2023,2393
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2024,2474
Italia,Maschi,15-29 anni,Totale inattivi,Totale,2025,2606
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2018,339
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2019,331
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2020,380
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2021,340
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2022,276
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2023,229
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2024,238
Italia,Maschi,15-29 anni,Forze lavoro potenziali,No,2025,229
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2018,78
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2019,70
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2020,71
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2021,64
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2022,56
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2023,54
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2024,51
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Si,2025,63
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2018,416
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2019,401
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2020,451
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2021,404
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2022,332
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2023,283
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2024,290
Italia,Maschi,15-29 anni,Forze lavoro potenziali,Totale,2025,292
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2018,233
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2019,227
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2020,246
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2021,282
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2022,253
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2023,167
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2024,168
Italia,Maschi,15-29 anni,Non cercano e non disponibili,No,2025,127
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2018,1861
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2019,1873
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2020,1883
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2021,1802
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2022,1858
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2023,1943
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2024,2016
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Si,2025,2187
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2018,2094
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2019,2100
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2020,2129
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2021,2084
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2022,2111
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2023,2109
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2024,2184
Italia,Maschi,15-29 anni,Non cercano e non disponibili,Totale,2025,2314
Italia,Maschi,15-29 anni,Totale,No,2018,2548
Italia,Maschi,15-29 anni,Totale,No,2019,2518
Italia,Maschi,15-29 anni,Totale,No,2020,2474
Italia,Maschi,15-29 anni,Totale,No,2021,2521
Italia,Maschi,15-29 anni,Totale,No,2022,2445
Italia,Maschi,15-29 anni,Totale,No,2023,2349
